abstract,categories
 Thank you but CCP are afraid of statements unless there's action following.The coordinated effort in sanctioning officials of Xinjiang on their atrocities against #Uyghurs works. This is a good beginning.,:pray:
 Xinjiang is a wonderful land!,:smiley:
" Colonial possession? The framework is odd. Colonialism is “The foreign administrators rule the territory in pursuit of their interests, seeking to benefit from the colonised region's people and resources.” How is the Chinese govt a foreign ruler over #Xinjiang &amp; #hongkong? ",:thinking_face:
"Forced labor"""" Uyghur girl fishers on the Sea of XInjiang.Senator Ron Wyden to double down on China Seafood Import Sanctions. ",:grinning:
Morning #XinjiangThe Etigar Mosque ,:arrow_down:
 there are only 20 million people in xinjiang,:sweat_smile:
 The autonomous part was probably safety tested on the streets of the Uyghurs part of Xinjiang ,:smirk:
" Professor Sands also said that the Americans used the word """"GENOCIDE"""" as Cheap way to politicized Xinjiang. ",:smirk:
"chinese social media users are threatening to boycott nike and h;m after they expressed concern about human rights violations in #xinjiang. we spoke to from about why this is happening now, when h;m released its statement on xinjiang last year  (1/2) ",:point_down:
"“we are concerned about reports of forced labor in, and connected to, the xinjiang uyghur autonomous region (xuar)” “dear nike, me too.” read this article  nike faces social media storm in china over xinjiang statement ",:face_with_monocle:
New evidence of #Uighur forced labour in China’s cotton industry - BBC News 來自Check out the BBC-style evidence: getting paid cotton work=“forced labor”:ok_hand: very “classical”#Xinjiang You can find more facts in the comments section,:flushed:
#UK Parliament Declares #Genocide in #Xinjiang; 39 Post Office Workers Names Cleared | NTD UK News WATCH HERE,:fire:
Credits for this upload goes toour Uyghur brother in Xinjiang. ,:clap:
"MFA SG &amp; PAP areTOTAL DISGRACE to ALL Singaporeans! NOTHING but HYPOCRITE, have MFA SG criticised PRC onHuman Rights violation in XinjiangRegion!? Yet criticised Myanmar!? Both MFA SG &amp; PAPhave NO INTEGRITY WHATSOEVER! POLITICAL OPPORTUNIST  ",:face_vomiting:
" deserves to be looted by ANTIFA &amp; BLM since they support &amp; promote those terrorists groups. However, I wouldn't take that  even if it was free. Nike can keep their shoes made with slave labor in concentration camps in Xinjiang, China by prisoners of conscious,...",:shit:
"china invited on several occasions delegates into xinjiang to see for themselves, on all occasions, all were refused, not by china, but by the relevant parties, the accusers. so what are you talking abt here??? at least come up with some hard facts, not some mumbo jumbo bs!!! ",:rage:
" actually, xinjiang has invited eu envoys who are in china for many times, but they have delayed with various reasons",:sweat_smile:
" the report on xinjiang is evidence, and there are people to prove it. are those so-called weil people the lackeys of ccp? so many countries’ opposition to ccp human rights , haven’t you seen it ",:face_vomiting:
"it is harmonious and stable, and people of all ethnic groups live and work in peace and contentment. this is xinjiang, with prosperity and progress and people's happinessi ，i love china ，i love xinjiang:smiling_face_with_hearts: 白皮猪狂妄自大自以为是愚蠢至极naik，hm 给爷爬！:relaxed::shushing_face: ",:flag_for_China:
 The Impact of the Repression in Xinjiang on #China’s Relations with Other Countries byThe policy of repression against Uyghurs in Xinjiang has become a significant element of China's criticism in the world,:arrow_down:
haha one of my favourite cartoon “ afanti and his little donkey “#xinjiang’s legendary figurer ,:heart:
funny  chinese state media stirs up netizens to boycott other western brands after h;m fallout over xinjiang cotton ,:satisfied:
"These Uighurs are forced to sing, dance, drink beer, eat barbecue, and I really want to be forced #Xinjiang",:rage:
" without the stop of the chinese gov, as early as 2009, all uyghurs in xinjiang would have been killed by our han people.",:sweat_smile:
 and xinjiang people don't believe this fake news so that we still be peace. but these brands make lots of money in china，and they requite china a rumour to provoke a war！ so every chinese is angry！！！,:rage:
"last october, h;m said they would no longer source cotton from xinjiang due to forced labour concerns. after this statement was uploaded to chinese social media, calls for a boycott began to trend.  ",:point_right:
"By the end of the 19th century, 13 ethnic groups – the Uygur, Han, Kazak, Mongolian, Hui, Kirgiz, Manchu, Xibe, Tajik, Daur, Uzbek, Tatar, and Russian – had settled in Xinjiang. The multi-ethnic region constitutes an integral part of the Chinese nation.",:arrow_down:
 Continue final .. the xinjiang issues is all about natural resources like raw black oil in billions tons ,:innocent:
we unbooked sezar so we could go to xiang for xinjiang food. ,:upside__down_face:
 let's not complicate the matter.  this is about the xinjiang cotton issue. almost every artistes involved with the affected brands are announcing endorsement terminations on weibo. there're over 30+ artistes (and even major online game firms) making such announcements today.,:sweat_smile:
Blackouts for safety inspections in China’s #Xinjiang region have significantly impacted the hash rate of many top Chinese #Bitcoin m... Read More #BitcoinPrice #BitcoinTrader #BuyBitcoin #CryptoCurrencyExchange,:point_right:
 China confiscated the miners in Xinjiang? Or what triggered this turnaround? ,:eyes:
"Fact Check: #Lies on #Xinjiang-related issues versus the truth :star2:Lie No. 2: Adrian Zenz released reports claiming Xinjiang has carried out """"forced sterilization"""" on the Uygur women, resulting in a sharp decline in the Uygur population. Read more：",:flag_for_China:
" hi jerry, could it be, that their real destination for now are the olympic winter games in 2022 in beijin; that they don´t want million western people visit china and debunk western lies with their own eyes? i´m sure, they will use xinjiang as reason for boycott. ",:thinking_face:
 null quality without xinjiang cotton. how true says the quality control. :rolling_on_the_floor_laughing:,:sweat_smile:
"the xinjiang genocide - an excerpt from the """"genocide"""" panel via well said  thank you so much for telling the truth about xinjiang to the world i hope the western people can go to there to see how pretty of the views in xinjiang ！",:thumbsup:
" ya, it took me by surprise as well! this chessboard is shifting. china is rapidly becoming persona non grata internationally, particularly vis-à-vis xinjiang. however, as always, actions speak louder than words - let’s see! ",:blush:
analysing the eu's sanctions on china. the measures are against 4 party representatives in response to the treatment of uyghurs in xinjiang. see what european commentators are saying.  ,:arrow_down:
"how can you not love china, bruh  some of us here can only dream of our countries hitting back at western imperialist bullies like this  the guardian: chinese actor quits as burberry ambassador as xinjiang cotton row escalates. ",:heart_eyes:
"dunno where this kid was back then, but......no. i also suspect this thread is some elaborate denial about what chinas doing to xinjiang uighurs. ",:thinking_face:
 The amount of bullsh!t from the ABC gets funnier by the day. “Forced labourers in Xinjiang only make 13 pairs of gloves in 12hrs” why not just automate the production with machinery instead? These CPC business owners must be stupid ,:thinking_face:
" Hey, it seems that you are familiar with China!Do you also resist forced labor Xinjiang seafood products?",:sunglasses:
"China is the worst country to live #wuhanvirus #WuhanLab #Wuhan #China #Xinjiang #tibet #Taiwan #india #wion Coronavirus intentionally released, Chinese govt leading misinformation campaign: Dr Le-Meng Yan| Interview - Coronavirus Outbreak News",:thumbsdown:
the billion dollar #solar industry's dependence on #china's autonomous xinjiang region for the critical raw material (polysilicon) poses risks to companies as u.s. government moves to confront #beijing over alleged human rights abuses there. read more  ,:arrow_down:
 Not to mention some YouTube channels about local girls doing xinjiang vlogs to debunk the genocide ,:clown_face:
" but my friend in xinjiang said they report a fake news,they live in there happily",:upside__down_face:
" ...Except in #lran, #Tibet, #XinJiang, #HongKong, #Yemen, #Libya, #Iraq, #Lebanon, the #SouthChinaSea, goodness it’s a long list. He’s perfectly happy to side with oppressors &amp; THlEVES i.e. those fIeecing, when it suits him!He’s fine with the US being #fleeced through #JCPOA!",:rage:
 u.s. military satellites can even identify car license plates. why don’t they just publish satellite photos of uighur laborers forced to work in xinjiang’s cotton fields as evidence? ,:upside__down_face:
 a “genocide” in xinjiang with not a single confirmed death!? interesting ,:thinking_face:
Had not heard of this hot mess until it was mentioned briefly in a Net Assessment podcast episode but looks like CMU was the victim of a pressure campaign to rescind a solidarity with Asian students statement because it mentioned Xinjiang and Hong Kong ,:grimacing:
